date,Thailand,Myanmar,Cambodia,Vietnam,P_Malaysia,Lao_PDR
2018-02-05,1,1,5,2,0,3
2018-02-06,1,0,0,0,0,0
2018-02-07,0,0,2,0,0,0
2018-02-08,1,3,0,0,1,0
2018-02-09,2,0,0,0,1,1
2018-02-10,3,0,4,0,0,2
2018-02-11,1,0,0,0,0,0
2018-02-12,0,0,5,0,0,0
2018-02-13,2,0,3,0,0,2
2018-02-14,4,1,1,0,0,1
2018-02-15,0,0,5,0,0,3
2018-02-16,1,0,4,0,0,0
2018-02-17,0,0,2,0,0,1
2018-02-18,1,10,1,0,0,0
2018-02-19,4,8,3,0,0,0
2018-02-20,1,1,16,4,0,3
2018-02-21,2,0,2,0,0,0
2018-02-22,0,1,1,0,0,0
2018-02-23,2,5,0,0,0,0
2018-02-24,3,2,1,0,0,0
2018-02-25,5,2,21,0,0,0
2018-02-26,0,0,30,4,1,2
2018-02-27,0,2,2,0,0,1
2018-02-28,0,4,0,0,1,0
2018-03-01,2,5,2,0,0,0
2018-03-02,6,0,1,1,0,2
2018-03-03,4,5,3,0,0,2
2018-03-04,3,1,6,1,2,4
2018-03-05,0,4,1,2,0,1
2018-03-06,3,23,0,1,0,5
2018-03-07,5,11,6,0,0,2
2018-03-08,2,1,11,1,0,1
2018-03-09,1,0,22,1,0,1
2018-03-10,0,4,4,4,0,0
2018-03-11,1,7,4,0,0,0
2018-03-12,1,5,2,0,0,0
2018-03-13,2,3,13,0,0,4
2018-03-14,0,2,6,0,1,0
2018-03-15,1,1,0,2,1,0
2018-03-16,0,4,0,0,0,0
2018-03-17,8,3,0,2,0,0
2018-03-18,10,10,1,0,0,0
2018-03-19,10,8,6,1,3,1
2018-03-20,0,6,2,0,0,0
2018-03-21,0,5,0,0,0,0
2018-03-22,3,13,0,0,1,0
2018-03-23,2,3,0,0,0,0
2018-03-24,1,4,4,1,0,0
2018-03-25,1,0,6,1,0,0
2018-03-26,0,2,2,1,0,0
2018-03-27,3,10,0,0,0,0
2018-03-28,4,11,0,0,0,4
2018-03-29,4,2,2,0,3,2
2018-03-30,0,0,0,1,0,2
2018-03-31,0,1,2,0,0,2
2018-04-01,0,1,0,0,0,0
2018-04-02,1,2,1,0,0,0
2018-04-03,4,0,4,1,0,1
2018-04-04,1,2,1,3,0,2
2018-04-05,0,0,0,2,0,0
2018-04-06,0,1,0,1,0,0
2018-04-07,0,2,0,0,0,0
2018-04-08,3,0,0,1,0,0
2018-04-09,3,1,6,0,0,3
2018-04-10,1,2,3,2,1,1
2018-04-11,0,2,1,4,0,9
2018-04-12,1,7,0,0,0,7
2018-04-13,10,14,3,1,0,4
2018-04-14,5,6,2,1,0,2
2018-04-15,0,2,0,1,0,0
2018-04-16,2,0,2,1,0,0
2018-04-17,1,0,0,0,0,0
2018-04-18,1,4,0,0,2,0
2018-04-19,1,0,0,0,0,0
2018-04-20,1,0,1,0,2,0
2018-04-21,0,7,0,5,0,0
2018-04-22,0,2,2,0,0,0
2018-04-23,2,10,0,0,0,0
2018-04-24,4,4,0,0,0,0
2018-04-25,0,3,1,0,0,0
2018-04-26,0,0,0,2,0,0
2018-04-27,0,0,0,0,0,0
2018-04-28,0,0,0,0,0,0
2018-04-29,0,0,0,2,0,0
2018-04-30,0,0,0,0,1,0
2018-05-01,0,0,0,0,0,0
2018-05-02,0,0,0,1,0,0
2018-05-03,0,0,0,0,0,0
2018-05-04,0,0,0,0,0,0
2018-05-05,0,0,0,0,0,0
2018-05-07,0,0,0,0,0,0
2018-05-08,0,0,0,0,0,0
2018-05-09,0,0,0,0,0,0
2018-05-10,0,0,0,0,0,0
2018-05-11,0,0,0,0,0,0
2018-05-12,0,0,0,1,0,0
2018-05-14,0,2,0,0,0,0
2018-05-15,0,0,0,0,0,0
2018-05-16,0,0,1,0,0,1
2018-05-17,0,0,0,1,0,0
2018-05-18,0,0,0,0,0,0
2018-05-20,0,0,0,0,0,0
2018-05-21,0,0,0,0,2,0
2018-05-22,0,0,0,2,2,0
2018-05-23,0,0,0,0,0,0
2018-05-24,0,0,0,0,0,0
2018-05-25,0,0,0,0,0,0
2018-05-26,0,0,0,0,0,0
2018-05-29,0,0,0,0,0,0
2018-05-30,0,0,0,0,0,0
2018-05-31,0,0,0,1,0,0
2018-06-01,0,0,0,0,0,0
2018-06-03,0,0,0,0,0,0
2018-06-05,0,0,0,0,1,0
2018-06-09,0,0,0,0,0,0
2018-06-10,0,0,0,0,0,0
2018-06-13,0,0,0,0,0,0
2018-06-16,0,0,0,0,0,0
2018-06-17,0,0,0,0,0,0
2018-06-18,0,0,0,0,0,0
2018-06-20,0,0,0,0,0,0
2018-06-21,0,0,0,0,0,0
2018-06-22,0,0,0,0,0,0
2018-06-25,0,0,0,0,0,0
2018-06-28,0,0,0,0,0,0
2018-06-29,0,0,0,0,1,0
2018-06-30,0,0,0,0,0,0
2018-07-01,0,0,0,0,0,0
2018-07-02,0,0,0,1,0,0
2018-07-03,0,0,0,3,0,0
2018-07-04,0,0,0,2,0,0
2018-07-05,0,0,0,0,0,0
2018-07-06,0,0,0,0,0,0
2018-07-07,0,0,0,0,0,0
2018-07-08,0,0,0,0,0,0
2018-07-09,0,0,0,0,0,0
2018-07-10,0,0,0,0,0,0
2018-07-11,0,0,0,0,0,0
2018-07-12,0,0,0,0,1,0
2018-07-13,0,0,0,0,1,0
2018-07-14,0,0,0,0,0,0
2018-07-15,0,0,0,0,4,0
2018-07-16,0,0,0,0,4,0
2018-07-17,0,0,0,0,0,0
2018-07-18,0,0,0,0,2,0
2018-07-19,0,0,0,0,6,0
2018-07-20,0,0,0,0,5,0
2018-07-21,0,0,0,0,0,0
2018-07-22,0,0,0,0,0,0
2018-07-23,0,0,0,0,0,0
2018-07-24,0,0,0,0,0,0
2018-07-25,0,0,0,0,0,0
2018-07-26,0,0,0,0,0,0
2018-07-27,0,0,0,0,0,0
2018-07-28,0,0,0,0,0,0
2018-07-29,0,0,0,0,0,0
2018-07-30,0,0,0,0,0,0
2018-07-31,0,0,0,0,0,0
2018-08-01,0,0,0,0,0,0
2018-08-02,0,0,0,0,0,0
2018-08-03,0,0,0,0,0,0
2018-08-04,0,0,0,0,0,0
2018-08-05,0,0,0,0,0,0
2018-08-06,0,0,0,0,0,0
2018-08-07,0,0,0,0,0,0
2018-08-09,0,0,0,0,0,0
2018-08-10,0,0,0,0,1,0
2018-08-11,0,0,0,1,4,0
2018-08-12,0,0,0,0,0,0
2018-08-13,0,0,0,0,0,0
2018-08-14,0,0,0,0,1,0
2018-08-15,0,0,0,0,1,0
2018-08-16,0,0,0,1,1,0
2018-08-17,0,0,0,0,0,0
2018-08-18,0,0,0,0,0,0
2018-08-19,0,0,0,0,0,0
2018-08-20,0,0,0,0,0,0
2018-08-21,0,0,0,0,0,0
2018-08-22,0,0,0,0,0,0
2018-08-23,0,0,0,0,0,0
2018-08-24,0,0,0,0,0,0
2018-08-25,0,0,0,0,1,0
2018-08-26,0,0,0,0,2,0
2018-08-27,0,0,0,0,1,0
2018-08-28,0,0,0,0,0,0
2018-08-29,0,0,0,0,0,0
2018-08-30,0,0,0,0,0,0
2018-08-31,0,0,0,4,0,0
2018-09-01,0,0,0,3,0,0
2018-09-02,0,0,0,0,0,0
2018-09-03,0,0,0,2,0,0
2018-09-04,0,0,0,0,0,0
2018-09-05,0,0,0,1,0,0
2018-09-06,0,0,0,3,0,0
2018-09-07,0,0,0,6,0,0
2018-09-08,0,0,0,0,0,0
2018-09-09,0,0,0,0,0,0
2018-09-10,0,0,0,0,0,0
2018-09-11,0,0,0,0,0,0
2018-09-12,0,0,0,0,0,0
2018-09-13,0,0,0,0,0,0
2018-09-14,0,0,0,0,0,0
2018-09-15,0,0,0,2,0,0
2018-09-16,0,0,0,0,0,0
2018-09-17,0,0,0,0,0,0
2018-09-19,0,0,0,0,0,0
2018-09-20,0,0,0,2,0,0
2018-09-21,0,0,0,0,0,0
2018-09-22,0,0,0,0,0,0
2018-09-23,0,0,0,0,0,0
2018-09-24,0,0,0,0,0,0
2018-09-25,0,0,0,0,0,0
2018-09-26,0,0,0,0,1,0
2018-09-27,0,0,0,0,0,0
2018-09-28,0,0,0,0,0,0
2018-09-29,0,0,0,0,0,0
2018-09-30,0,0,0,4,0,0
2018-10-01,0,0,0,0,0,0
2018-10-02,0,0,0,0,0,0
2018-10-03,0,0,0,0,0,0
2018-10-04,0,0,0,0,0,0
2018-10-05,0,0,0,0,0,0
2018-10-06,0,0,0,1,0,0
2018-10-07,0,0,0,0,0,0
2018-10-08,0,0,0,1,1,0
2018-10-09,0,0,0,0,0,0
2018-10-10,0,0,0,0,0,0
2018-10-11,0,0,0,0,0,0
2018-10-12,0,0,0,0,0,0
2018-10-13,0,0,0,1,0,0
2018-10-14,0,0,0,0,0,0
2018-10-15,0,0,0,0,0,0
2018-10-16,0,0,0,0,0,0
2018-10-17,0,0,0,0,0,0
2018-10-19,0,0,0,0,0,0
2018-10-20,0,0,0,0,0,0
2018-10-21,0,0,0,0,0,0
2018-10-22,0,0,0,0,0,0
2018-10-23,0,0,0,0,0,0
2018-10-24,0,0,0,1,0,0
2018-10-25,0,0,0,0,0,0
2018-10-27,0,0,0,0,0,0
2018-10-28,0,0,0,0,0,0
2018-10-30,0,0,0,1,0,0
2018-10-31,0,0,0,0,0,0
2018-11-01,0,0,0,0,0,0
2018-11-02,0,0,0,0,0,0
2018-11-03,0,0,0,0,0,0
2018-11-06,0,0,0,0,0,0
2018-11-07,0,0,0,0,0,0
2018-11-08,0,0,0,0,0,0
2018-11-10,0,0,0,1,0,0
2018-11-11,0,0,0,0,0,0
2018-11-12,0,0,0,0,0,0
2018-11-13,0,0,0,0,0,0
2018-11-14,0,0,0,0,0,0
2018-11-15,0,0,0,0,0,0
2018-11-16,0,0,0,0,0,0
2018-11-18,0,0,0,0,0,0
2018-11-19,0,0,0,0,0,0
2018-11-20,0,0,0,0,0,0
2018-11-22,0,1,0,0,0,0
2018-11-23,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,2
2018-11-25,1,0,0,0,0,0
2018-11-26,0,0,0,0,0,0
2018-11-27,0,0,0,0,0,0
2018-11-28,0,1,0,0,0,0
2018-11-29,0,0,1,0,0,0
2018-12-01,0,0,0,0,0,0
2018-12-02,0,0,0,0,0,0
2018-12-03,0,0,0,0,0,0
2018-12-04,0,0,0,0,0,0
2018-12-05,0,0,0,0,0,0
2018-12-06,0,0,0,0,0,0
2018-12-07,0,0,0,0,0,0
2018-12-08,0,0,0,0,0,0
2018-12-09,0,1,0,0,0,0
2018-12-10,0,1,0,0,0,0
2018-12-12,0,0,0,0,0,0
2018-12-13,0,0,0,0,0,0
2018-12-14,1,0,0,0,0,0
2018-12-15,1,0,0,0,0,0
2018-12-16,0,0,6,0,0,0
2018-12-17,1,0,2,0,0,0
2018-12-18,0,0,0,1,0,0
2018-12-20,1,0,1,0,0,0
2018-12-21,1,0,4,2,0,0
2018-12-22,0,0,1,2,0,0
2018-12-23,0,0,2,0,0,0
2018-12-24,1,0,0,0,0,0
2018-12-25,0,0,1,0,0,0
2018-12-26,2,0,0,0,0,0
2018-12-27,1,0,0,0,0,0
2018-12-28,0,0,0,0,0,0
2018-12-30,4,0,0,0,0,0
2018-12-31,5,0,0,0,0,0
2019-01-01,0,0,0,0,0,0
2019-01-02,1,0,3,0,0,1
2019-01-03,0,0,0,0,0,0
2019-01-04,0,0,5,4,0,0
2019-01-05,0,0,1,0,0,0
2019-01-06,0,0,0,0,0,0
2019-01-07,1,0,1,1,0,0
2019-01-08,0,0,7,1,0,0
2019-01-09,0,0,6,1,1,0
2019-01-10,1,0,7,0,0,0
2019-01-11,0,0,0,0,0,0
2019-01-12,0,0,1,0,0,0
2019-01-13,5,0,1,0,0,0
2019-01-14,4,0,10,0,0,0
2019-01-15,2,0,3,0,0,0
2019-01-16,3,0,2,1,0,0
2019-01-17,1,2,3,0,0,0
2019-01-18,3,0,1,0,0,0
2019-01-19,4,0,6,1,0,0
2019-01-20,4,0,7,1,2,0
2019-01-21,0,0,8,0,0,1
2019-01-22,0,0,4,1,0,0
2019-01-23,1,0,0,0,0,1
2019-01-24,8,0,9,0,1,0
2019-01-25,7,0,16,2,0,1
2019-01-26,4,0,4,2,0,3
2019-01-27,0,0,8,2,0,0
2019-01-28,4,0,0,0,0,0
2019-01-29,8,0,10,0,0,2
2019-01-30,9,0,13,0,0,0
2019-01-31,1,0,9,1,0,2
2019-02-01,2,1,4,2,0,0
2019-02-02,6,0,0,0,0,0
2019-02-03,4,0,2,2,0,0
2019-02-04,13,0,3,1,1,3
2019-02-05,7,0,3,1,0,1
2019-02-06,0,0,2,0,0,0
2019-02-07,1,0,2,0,0,2
2019-02-08,16,2,2,0,0,10
2019-02-09,33,2,3,1,0,21
2019-02-10,18,0,11,3,0,3
2019-02-11,7,0,18,0,4,0
2019-02-12,0,1,0,0,0,1
2019-02-13,4,3,2,0,2,0
2019-02-14,21,2,1,0,1,1
2019-02-15,10,0,15,0,2,2
2019-02-16,12,0,8,2,0,0
2019-02-17,2,1,3,0,0,0
2019-02-18,2,2,0,0,0,0
2019-02-19,11,1,3,0,0,0
2019-02-20,15,1,4,2,3,1
2019-02-21,5,0,8,1,3,2
2019-02-22,6,1,0,1,2,0
2019-02-23,1,8,0,2,0,0
2019-02-24,14,6,0,0,0,0
2019-02-25,22,3,6,0,3,3
2019-02-26,7,2,18,3,1,2
2019-02-27,6,5,12,2,0,1
2019-02-28,2,0,0,0,0,0
2019-03-01,7,5,0,0,0,0
2019-03-02,18,5,8,1,1,1
2019-03-03,13,3,17,2,1,1
2019-03-04,2,0,12,1,0,6
2019-03-05,1,0,1,2,2,12
2019-03-06,12,7,1,0,0,3
2019-03-07,38,3,7,1,0,11
2019-03-08,50,0,4,1,8,12
2019-03-09,19,3,22,4,5,12
2019-03-10,10,1,6,0,0,4
2019-03-11,19,17,6,1,0,4
2019-03-12,105,23,0,3,0,21
2019-03-13,135,18,7,2,3,35
2019-03-14,22,11,11,1,9,14
2019-03-15,2,6,5,4,2,0
2019-03-16,1,13,1,1,0,6
2019-03-17,9,19,1,0,2,0
2019-03-18,15,15,12,0,13,5
2019-03-19,20,4,29,5,12,11
2019-03-20,7,4,17,5,0,10
2019-03-21,0,3,2,0,0,6
2019-03-22,17,37,0,0,2,11
2019-03-23,57,39,0,5,2,35
2019-03-24,28,18,0,0,4,5
2019-03-25,3,5,4,5,2,3
2019-03-26,0,10,12,2,0,2
2019-03-27,0,14,7,1,0,0
2019-03-28,18,32,1,0,1,2
2019-03-29,27,14,2,0,1,22
2019-03-30,18,4,0,2,1,9
2019-03-31,2,2,0,0,0,0
2019-04-01,11,13,0,0,0,4
2019-04-02,25,13,0,0,0,4
2019-04-03,27,13,0,0,0,2
2019-04-04,5,8,0,0,0,1
2019-04-05,1,2,0,0,0,0
2019-04-06,0,1,1,0,0,0
2019-04-07,10,11,0,0,0,1
2019-04-08,31,6,0,4,0,4
2019-04-09,25,9,2,2,0,18
2019-04-10,12,7,5,5,0,16
2019-04-11,5,10,1,0,0,3
2019-04-12,17,16,0,1,0,15
2019-04-13,57,27,0,1,0,14
2019-04-14,65,16,0,0,1,21
2019-04-15,11,0,0,2,1,4
2019-04-16,11,1,0,1,2,3
2019-04-17,2,7,0,0,1,4
2019-04-18,25,32,0,18,0,30
2019-04-19,75,8,0,26,5,42
2019-04-20,37,9,0,28,0,91
2019-04-21,0,2,0,1,1,3
2019-04-22,0,13,0,0,0,0
2019-04-23,3,16,0,0,0,1
2019-04-24,10,19,4,0,0,13
2019-04-25,9,8,0,5,1,10
2019-04-26,2,7,1,2,0,4
2019-04-27,2,13,3,0,0,1
2019-04-28,11,13,0,0,0,0
2019-04-29,37,42,1,0,0,4
2019-04-30,34,12,0,0,0,4
2019-05-01,5,0,4,1,2,2
2019-05-02,6,1,4,0,1,3
2019-05-03,0,2,1,1,0,0
2019-05-04,3,1,0,0,0,0
2019-05-05,14,1,0,0,1,2
2019-05-06,0,1,5,1,3,6
2019-05-08,0,5,0,0,0,2
2019-05-09,0,20,0,2,0,0
2019-05-10,5,18,0,1,0,5
2019-05-11,1,6,0,0,0,2
2019-05-12,0,0,0,0,1,0
2019-05-13,0,0,0,0,3,0
2019-05-14,0,2,0,0,0,0
2019-05-15,0,4,0,0,0,5
2019-05-16,1,2,0,0,0,3
2019-05-17,1,0,1,7,0,1
2019-05-18,0,8,2,3,3,1
2019-05-19,1,4,0,6,0,10
2019-05-20,3,10,0,0,0,1
2019-05-21,0,5,0,0,0,2
2019-05-22,0,0,0,0,0,0
2019-05-23,0,0,0,0,0,0
2019-05-24,0,0,0,0,0,0
2019-05-25,0,0,0,0,0,0
2019-05-27,0,3,0,0,3,0
2019-05-28,0,0,0,0,1,0
2019-05-29,0,0,0,0,0,0
2019-05-30,0,1,0,0,0,0
2019-05-31,0,1,0,0,0,0
2019-06-01,0,0,0,0,0,0
2019-06-02,0,0,0,0,1,0
2019-06-03,0,0,0,0,0,0
2019-06-04,0,0,0,0,1,0
2019-06-06,0,0,0,0,0,0
2019-06-07,0,0,1,0,0,0
2019-06-08,0,0,0,0,0,0
2019-06-09,0,0,0,0,0,0
2019-06-10,0,0,0,0,4,0
2019-06-11,0,0,0,0,0,0
2019-06-12,0,0,0,0,0,0
2019-06-13,0,0,0,1,0,0
2019-06-14,0,0,0,0,2,0
2019-06-15,0,0,0,0,2,0
2019-06-18,0,0,0,1,0,0
2019-06-19,0,0,0,0,0,0
2019-06-20,0,0,0,0,0,0
2019-06-21,0,0,0,2,0,0
2019-06-22,0,0,0,0,0,0
2019-06-23,0,0,0,1,0,0
2019-06-24,0,0,0,0,0,0
2019-06-26,0,0,0,2,0,0
2019-06-27,0,0,0,0,0,0
2019-06-28,0,0,0,11,0,0
2019-06-29,0,0,0,1,1,0
2019-06-30,0,0,0,1,0,0
2019-07-01,0,0,0,0,0,0
2019-07-02,0,0,0,0,0,0
2019-07-03,0,0,0,1,0,0
2019-07-04,0,0,0,0,0,0
2019-07-05,0,0,0,1,0,0
2019-07-06,0,0,0,0,0,0
2019-07-07,0,0,0,0,0,0
2019-07-08,0,0,0,0,0,0
2019-07-09,0,0,0,0,0,0
2019-07-10,0,0,0,0,0,0
2019-07-11,0,0,0,3,0,0
2019-07-12,0,0,0,1,0,0
2019-07-13,0,0,0,0,0,0
2019-07-14,0,0,1,0,0,0
2019-07-15,0,0,1,2,0,0
2019-07-16,0,0,0,0,0,0
2019-07-17,0,0,0,0,0,0
2019-07-18,0,0,0,0,0,0
2019-07-19,0,0,0,0,0,0
2019-07-20,0,0,0,1,1,0
2019-07-21,0,0,0,1,0,0
2019-07-22,0,0,0,0,0,0
2019-07-23,0,0,0,0,0,0
2019-07-24,0,0,0,0,0,0
2019-07-25,0,0,0,1,0,0
2019-07-26,0,0,0,1,0,0
2019-07-27,0,0,0,0,0,0
2019-07-28,0,0,0,0,0,0
2019-07-29,0,0,0,2,0,0
2019-07-30,0,0,0,0,4,0
2019-07-31,0,0,0,0,11,0
2019-08-01,0,0,0,0,2,0
2019-08-02,0,0,0,0,0,0
2019-08-03,0,0,0,0,0,0
2019-08-04,3,0,0,0,0,0
2019-08-05,0,0,0,0,6,0
2019-08-06,0,0,0,0,0,0
2019-08-07,0,0,0,0,0,0
2019-08-08,0,0,0,0,0,0
2019-08-09,0,0,0,0,0,0
2019-08-10,0,0,0,0,0,0
2019-08-11,0,0,0,7,0,0
2019-08-12,0,0,0,5,2,0
2019-08-13,0,0,0,0,0,0
2019-08-14,0,0,0,1,0,0
2019-08-15,0,0,0,1,0,0
2019-08-16,0,0,0,7,0,0
2019-08-17,0,0,0,4,0,0
2019-08-18,0,0,0,0,0,0
2019-08-19,0,0,0,0,0,0
2019-08-20,0,0,0,0,1,0
2019-08-21,0,0,0,0,1,0
2019-08-22,0,0,0,5,0,0
2019-08-23,0,0,0,0,0,0
2019-08-24,0,0,0,0,0,0
2019-08-25,0,0,0,0,0,0
2019-08-26,0,0,0,2,0,0
2019-08-27,0,0,1,1,0,0
2019-08-28,0,0,0,0,0,0
2019-08-29,0,0,0,0,0,0
2019-08-30,0,0,0,1,3,0
2019-08-31,0,0,0,0,0,0
2019-09-01,0,0,0,0,2,0
2019-09-02,0,0,0,0,0,0
2019-09-03,0,0,0,0,0,0
2019-09-04,0,0,0,0,0,0
2019-09-05,0,0,0,2,2,0
2019-09-06,0,0,0,3,2,0
2019-09-07,0,0,0,0,1,0
2019-09-08,0,0,0,1,5,0
2019-09-09,0,0,0,0,6,0
2019-09-10,0,0,0,6,2,0
2019-09-11,0,0,0,1,4,0
2019-09-12,0,0,0,0,1,0
